Title,Paragraph,Source,Truth
Giuseppe Garibaldi: The Italian General Whose Style Inspired The Blouses Worn By Women Today,Cricket,Times_Now,1.0
"Samridh Bawa’s Father Dies, Balika Vadhu 2 Actor Pens Emotional Note",Football,Times_Now,1.0
"UPSC CDS 2025 Notification Released on upsc.gov.in, Apply by December 31",WWE,Times_Now,1.0
"Market Closing: Sensex Drops 236 Points, Nifty Below 24,550; FMCG Stumbles, IT Gains Glow", ,Times_Now,1.0
Manchester United vs Viktoria Plzen Live Streaming: When And Where To Watch Europa League Live In India?,Tennis,Times_Now,1.0
Giuseppe Garibaldi: The Italian General Whose Style Inspired The Blouses Worn By Women Today,Badminton,Times_Now,1.0
"Samridh Bawa’s Father Dies, Balika Vadhu 2 Actor Pens Emotional Note",Hockey,Times_Now,1.0
"UPSC CDS 2025 Notification Released on upsc.gov.in, Apply by December 31",Athletics,Times_Now,1.0
Manchester United vs Viktoria Plzen Live Streaming: When And Where To Watch Europa League Live In India?,NBA,Times_Now,1.0
Giuseppe Garibaldi: The Italian General Whose Style Inspired The Blouses Worn By Women Today,MMA,Times_Now,1.0
 ,Live Score,Times_Now,1.0
Was The Decision Logical Or Illogical...: Sanjiv Goenka Breaks Silence On Shock MS Dhoni Captaincy Sacking,Padel,Times_Now,1.0
Manchester United vs Viktoria Plzen Live Streaming: When And Where To Watch Europa League Live In India?, ,Times_Now,1.0
"Days After Taking Charge As ICC Chairman, Jay Shah Meets Top Officials Of 2032 Olympics In Brisbane",Padel Schedule,Times_Now,1.0
What Fired Up Mitchell Starc In Adelaide? Ricky Ponting Points Out Indian Star For Riling Up Aussie Speedster, ,Times_Now,1.0
Union Minister Ashwini Vaishnaw,"Dec 12, 2024",Times_Now,1.0
"Next: From Roads To Waters:Uber Glides Into Dal Lake, Shikara Rides Redefined",Thanks For Reading!,Times_Now,1.0
10 Beautiful Flowers We Eat As Vegetables,"Dec 12, 2024",Times_Now,1.0
Banana Blossom,"The banana blossom, also known as banana flower, is a large, teardrop-shaped flower found at the end of a banana cluster. Widely used in South and Southeast Asian cuisines, it is rich in antioxidants and fiber. The inner petals are cooked in curries, soups, or stir-fries and are also used to make savory fritters.",Times_Now,1.0
Moringa Flower,"Moringa flowers are delicate white blossoms from the drumstick tree. Commonly used in South Indian and Southeast Asian cooking, they are sautéed with spices or added to lentil soups. Known for their high vitamin C content, moringa flowers also have anti-inflammatory properties.",Times_Now,1.0
Pumpkin Flower,"Pumpkin flowers are bright orange blossoms that are widely used in Indian, Italian, and Latin American cuisines. These flowers are often stuffed with fillings, coated in batter, and fried to make crispy fritters. Rich in vitamins A and C, they add a subtle sweetness to dishes.",Times_Now,1.0
Rose Flower,"While roses are mostly associated with desserts and teas, certain varieties are edible and used in savoury dishes. Rose petals are often added to salads or cooked with rice for a fragrant touch. In Indian cuisine, they are used to make rose-infused drinks like Gulkand (a sweet preserve).",Times_Now,1.0
Jasmine Flower,"Jasmine flowers, known for their intoxicating fragrance, are edible and used in various Asian cuisines. These delicate white flowers are used to make flavorful teas and are also added to rice dishes for aroma. Jasmine flowers are believed to have calming and digestive benefits.",Times_Now,1.0
Hibiscus Flower,"The vibrant hibiscus flower is used in a variety of culinary applications. Its tangy petals are used to make refreshing teas, chutneys, and jams. Hibiscus is rich in antioxidants and vitamin C, making it a nutritious addition to any meal.",Times_Now,1.0
Papaya Flowers,"Papaya flowers are small, white blooms with a slightly bitter taste. Popular in Indonesian and Indian cuisines, they are sautéed with spices or added to curries. Papaya flowers are believed to aid digestion and improve liver health.",Times_Now,1.0
You may also like,"Mahua flowers, native to India, are small, sweet blossoms used in traditional dishes. They are often dried and used to make desserts, fermented drinks, or even curries. Rich in vitamins and minerals, mahua flowers are known for their natural sweetness and health benefits.",Times_Now,1.0
Mahua Flower,"The tiny yellow blossoms of the tamarind tree are tangy and aromatic. Used in South Indian and Southeast Asian cuisines, they add a unique flavor to soups, chutneys, and curries. Tamarind flowers are high in antioxidants and help boost immunity.",Times_Now,1.0
Tamarind Flower,"Neem flowers are tiny, white, and slightly bitter blossoms that are used in Indian cooking. They are often sautéed with ghee and spices or added to dishes like rasam and chutneys. Known for their medicinal properties, neem flowers help detoxify the body and promote digestion.",Times_Now,1.0
Neem Flower,Thanks For Reading!,Times_Now,1.0
Baingan Bharta Vs Baba Ganoush: Are These Eggplant Dishes Same?,Theme,Times_Now,1.0
?,Lifestyle,Times_Now,1.0
Texture,Relationships,Times_Now,1.0
Cooking Methods, ,Times_Now,1.0
Latest News,Fashion,Times_Now,1.0
Chennai Weather: City Drenches in Early Morning Showers Amid Yellow Alert; What IMD Predicts Ahead?,Parenting,Times_Now,1.0
John Galliano Departs Maison Margiela After 10 Iconic Years, ,Times_Now,1.0
Kerala Style Ragi Idiyappam With Coconut Chutney For A Flavourful Winter Breakfast,Beauty,Times_Now,1.0
"Rohit Sharma Furious At Yashasvi Jaiswal's Indiscipline, Departs For Brisbane Leaving Youngster Behind", ,Times_Now,1.0
"Greg Chappell's Unfiltered 'It's A High Paying Job' Take On Virat Kohli, Rohit Sharma Retirement Hits Right Notes",Food,Times_Now,1.0
Breaking News Live Updates: Jagdeep Dhankhar Says 'Some Forces' Unable To Digest India's Progress, ,Times_Now,1.0
"TXT Announces 'Long-Term Break' Beginning January 2024, BigHit Issues Official Statement",Books,Times_Now,1.0
"Chennai School Holiday Announced, Schools Closed in 10 Districts Due to Heavy Rains in Tamil Nadu", ,Times_Now,1.0
Chennai Weather: City Drenches in Early Morning Showers Amid Yellow Alert; What IMD Predicts Ahead?,Home & Garden,Times_Now,1.0
Kerala Style Ragi Idiyappam With Coconut Chutney For A Flavourful Winter Breakfast,People,Times_Now,1.0
"Greg Chappell's Unfiltered 'It's A High Paying Job' Take On Virat Kohli, Rohit Sharma Retirement Hits Right Notes",Events,Times_Now,1.0
"TXT Announces 'Long-Term Break' Beginning January 2024, BigHit Issues Official Statement",Travel,Times_Now,1.0
Chennai Weather: City Drenches in Early Morning Showers Amid Yellow Alert; What IMD Predicts Ahead?,Blogs,Times_Now,1.0
Kerala Style Ragi Idiyappam With Coconut Chutney For A Flavourful Winter Breakfast,Relationships,Times_Now,1.0
 ,Fashion,Times_Now,1.0
Kerala Style Ragi Idiyappam With Coconut Chutney For A Flavourful Winter Breakfast,Celeb Style,Times_Now,1.0
8 Books To Read If You Liked Twisted Love by Ana Huang, ,Times_Now,1.0
13 Michelin Recognised Indian Restaurants In New York You Can't Miss,Luxury,Times_Now,1.0
What! A Slice Of Sweet Potato For ₹350? Know About This Japan’s Most Luxurious Delicacy, ,Times_Now,1.0
Why Do You Need To Parent Your Boys And Girls Differently?,Theme,Times_Now,1.0
Parenting Girls,Lifestyle,Times_Now,1.0
Promoting independence in them, ,Times_Now,1.0
Foster body positivity in them,Relationships,Times_Now,1.0
Encouraging them to be emotionally expressive, ,Times_Now,1.0
Teach them about digital citizenship,Fashion,Times_Now,1.0
Parenting Boys, ,Times_Now,1.0
Teach them emotional expression,Parenting,Times_Now,1.0
Teach them to break gender stereotypes, ,Times_Now,1.0
Teach them positive masculinity,Beauty,Times_Now,1.0
Teach them digital well-being, ,Times_Now,1.0
Latest News,Food,Times_Now,1.0
Man Faces Wrath of Caged ‘Pet’ Lion in Viral Attack Video,Books,Times_Now,1.0
Encounter With The Greatest Actor Of India: Dilip Kumar, ,Times_Now,1.0
Why LIC November Revenue Is Down When Private Insurers Are Driving Growth,Home & Garden,Times_Now,1.0
"Mobikwik IPO Fully Subscribed Within An Hour Of Opening: GMP Surges Above 45%, Giving THIS Much Return", ,Times_Now,1.0
DYK Sonu Nigam's 'Master' Was This Renowned 'Godman' — Also A Guru To Vinod Khanna?,People,Times_Now,1.0
Delhi Police Arrests Gang That Stole Cable From Metro's Shadipur-Dwarka Route on Blue Line, ,Times_Now,1.0
"Bigg Boss 18: Eisha Singh Gifts Her Jacket To Avinash Mishra, Is A New Love Story Brewing?",Events,Times_Now,1.0
Top Funny Questions People Googled In 2024, ,Times_Now,1.0
Man Faces Wrath of Caged ‘Pet’ Lion in Viral Attack Video,Travel,Times_Now,1.0
Why LIC November Revenue Is Down When Private Insurers Are Driving Growth,Blogs,Times_Now,1.0
DYK Sonu Nigam's 'Master' Was This Renowned 'Godman' — Also A Guru To Vinod Khanna?,Relationships,Times_Now,1.0
"Bigg Boss 18: Eisha Singh Gifts Her Jacket To Avinash Mishra, Is A New Love Story Brewing?",Fashion,Times_Now,1.0
Man Faces Wrath of Caged ‘Pet’ Lion in Viral Attack Video,Celeb Style,Times_Now,1.0
Why LIC November Revenue Is Down When Private Insurers Are Driving Growth,Luxury,Times_Now,1.0
 ,Trends,Times_Now,1.0
Winter Menu In Delhi- 8 Restaurants To Visit In The City For Some Makki Roti To Hot Chocolate,Shows,Times_Now,1.0
"Taste Atlas Reveals The 100 Best Cuisines In The World, Can You Guess Where India Ranks?", ,Times_Now,1.0
10 Self-Help Books That Will Completely Change Your Life Overnight,Parenting,Times_Now,1.0
Gregory Maguire Opens Up About the Hidden Lesbian Subtext in 'Wicked', ,Times_Now,1.0
"Chai, Biscuits And Tattered Fez : The Life Of Crazy Rich Billionaire Nizam Of Hyderabad",Theme,Times_Now,1.0
Latest News,Lifestyle,Times_Now,1.0
ADB Slashes India’s Growth Forecast to 6.5% Amid Weak Private Investment,Relationships,Times_Now,1.0
"SSC MTS Result 2024 Expected by This Date on ssc.gov.in, Past Trends", ,Times_Now,1.0
"aespa's Winter, ENHYPEN's Jungwon Deny DATING Rumours. Fans Defend 'Platonic Relationship'",Fashion,Times_Now,1.0
"Baroda vs Bengal LIVE Score: Shahbaz Ahmed Departs For 55, BEN Nine Down", ,Times_Now,1.0
"Jasprit Bumrah, Rishabh Pant Approaching Key Millstones Ahead Of 3rd Test vs Australia In Brisbane",Parenting,Times_Now,1.0
"Amid Uproar Over Bengaluru Techie's Suicide, SC's Big Remark: 'Cruelty Law Not For Personal Vendetta'", ,Times_Now,1.0
"IMDb Most Popular Indian Web Series 2024: Heeramandi, Mirzapur, Panchayat Make The Cut",Beauty,Times_Now,1.0
Bigg Boss 17 Fame Sana Raees Khan BUYS Cricket Team Mumbai Marines With Irfan Pathan As Captain, ,Times_Now,1.0
ADB Slashes India’s Growth Forecast to 6.5% Amid Weak Private Investment,Food,Times_Now,1.0
"aespa's Winter, ENHYPEN's Jungwon Deny DATING Rumours. Fans Defend 'Platonic Relationship'",Books,Times_Now,1.0
"Jasprit Bumrah, Rishabh Pant Approaching Key Millstones Ahead Of 3rd Test vs Australia In Brisbane",Home & Garden,Times_Now,1.0
"IMDb Most Popular Indian Web Series 2024: Heeramandi, Mirzapur, Panchayat Make The Cut",People,Times_Now,1.0
ADB Slashes India’s Growth Forecast to 6.5% Amid Weak Private Investment,Events,Times_Now,1.0
"aespa's Winter, ENHYPEN's Jungwon Deny DATING Rumours. Fans Defend 'Platonic Relationship'",Travel,Times_Now,1.0
 ,Blogs,Times_Now,1.0
"This 1000-Old-Year Japanese Drink Has Made It To UNESCO Intangible Heritage List, Tried it Yet?", ,Times_Now,1.0
Sobhita Dhulipala Vs Samantha Ruth Prabhu: The Tale of Two Cocktail Gowns,Relationships,Times_Now,1.0
"Society of Authors Challenges the Status Quo, Calling for Ghostwriter Recognition in Celebrity Books", ,Times_Now,1.0
Top Funny Questions People Googled In 2024,Fashion,Times_Now,1.0
Winter Menu In Delhi- 8 Restaurants To Visit In The City For Some Makki Roti To Hot Chocolate, ,Times_Now,1.0
"Choose, Weigh, Shop: Thrifted is Chic, Especially When Sold by the Kilo!",Theme,Times_Now,1.0
"Opposition Blames EVMs for Poll Losses, Stalls Parliament, Accuses Chair of Bias| India Upfront",Relationships,Times_Now,1.0
"First Video Of Trump Tower In Jeddah Is Out - 47 Floors, 350 Apartments Planned", ,Times_Now,1.0
"IMDb Most Popular TV Shows Of 2024: True Detective, The Boys, The Penguin Lead Yearending List",Fashion,Times_Now,1.0
Hina Khan Smiles Through The Pain As She Fights Against Breast Cancer: Last 20 Days Have Been Tough, ,Times_Now,1.0
Liam Payne's death: Two More Suspects Charged Including Hotel Manager,Parenting,Times_Now,1.0
"6 Countries In 3 Continents To Host 2030 World Cup, FIFA Award Saudi Arabia 2034 Edition", ,Times_Now,1.0
"Aaliyah Kashyap Gets Married To Her 'Forever' Shane Gregoire, Drops Dreamy Wedding PICS",Beauty,Times_Now,1.0
Chennai Braces for Heavy Rain Tomorrow: Alerts Issued Across 27 Districts-What Can Residents Expect?, ,Times_Now,1.0
"Opposition Blames EVMs for Poll Losses, Stalls Parliament, Accuses Chair of Bias| India Upfront",Food,Times_Now,1.0
"IMDb Most Popular TV Shows Of 2024: True Detective, The Boys, The Penguin Lead Yearending List",Books,Times_Now,1.0
Liam Payne's death: Two More Suspects Charged Including Hotel Manager,Home & Garden,Times_Now,1.0
"Aaliyah Kashyap Gets Married To Her 'Forever' Shane Gregoire, Drops Dreamy Wedding PICS",People,Times_Now,1.0
"Opposition Blames EVMs for Poll Losses, Stalls Parliament, Accuses Chair of Bias| India Upfront",Events,Times_Now,1.0
"IMDb Most Popular TV Shows Of 2024: True Detective, The Boys, The Penguin Lead Yearending List",Travel,Times_Now,1.0
Author Han Kang Receives Nobel Prize in Literature at 124th Nobel Award ceremony in Stockholm, ,Times_Now,1.0
Watch: The Only Existing Footage of Anne Frank,Relationships,Times_Now,1.0
"British Royal Family's Tryst with the Paranormal; From Queen Victoria to Prince Harry, Royals Have Sought Contact with the Spirit World", ,Times_Now,1.0
How To Remove Lint Balls From Old Sweaters,Fashion,Times_Now,1.0
500 Litres Of Adulterated Milk Seized In UP: 5 Tips To Check If Your Milk Is 'Real', ,Times_Now,1.0
This Hotel In Rajasthan Is Katrina Kaif And Vicky Kaushal’s Secret Vacation Spot!,Theme,Times_Now,1.0
Katrina And Vicky’s Vacation At ,Travel,Times_Now,1.0
 ,Travel News,Times_Now,1.0
How Would Trump's Tariff Threat Impact India? Amitabh Kant Says This - IEC 2024,Destinations,Times_Now,1.0
"Bickram Ghosh On Oscars 2025: First Time Was A Surprise, And Then... - EXCLUSIVE", ,Times_Now,1.0
Shrima Rai’s bold message on 'self-respect' amid feud rumours with sister-in-law Aishwarya Rai Bachchan,Travelogues,Times_Now,1.0
"ENHYPEN's Jay Embroiled In Dating Rumours, Fans Prove Woman Isn't His Girlfriend, But His Mom", ,Times_Now,1.0
The Forgotten Bestseller That Predicted the Future We’re Living Today,Travel News,Times_Now,1.0
Arvind Kejriwal's 2 Big Announcements Ahead of Polls: Rs 1000 Monthly for Delhi Women And A Promise, ,Times_Now,1.0
"World Chess Championship 2024, Game 14 Live: Gukesh Takes On Ding Liren In Summit Clash",Destinations,Times_Now,1.0
How Would Trump's Tariff Threat Impact India? Amitabh Kant Says This - IEC 2024,Travelogues,Times_Now,1.0
Shrima Rai’s bold message on 'self-respect' amid feud rumours with sister-in-law Aishwarya Rai Bachchan,Trending:,Times_Now,1.0
"ENHYPEN's Jay Embroiled In Dating Rumours, Fans Prove Woman Isn't His Girlfriend, But His Mom",news,Times_Now,1.0
The Forgotten Bestseller That Predicted the Future We’re Living Today,travel,Times_Now,1.0
Arvind Kejriwal's 2 Big Announcements Ahead of Polls: Rs 1000 Monthly for Delhi Women And A Promise,destinations,Times_Now,1.0
"World Chess Championship 2024, Game 14 Live: Gukesh Takes On Ding Liren In Summit Clash","Updated Dec 12, 2024, 13:41 IST",Times_Now,1.0
What Fired Up Mitchell Starc In Adelaide? Ricky Ponting Points Out Indian Star For Riling Up Aussie Speedster,This Hotel In Rajasthan Is Katrina Kaif And Vicky Kaushal’s Secret Vacation Spot!,Times_Now,1.0
How Would Trump's Tariff Threat Impact India? Amitabh Kant Says This - IEC 2024,Trending:,Times_Now,1.0
"Bickram Ghosh On Oscars 2025: First Time Was A Surprise, And Then... - EXCLUSIVE","Mallika Bhagat dreams about travelling permanently and writing occasionally. For now, she writes extensively on travel, lifestyle and culture in her r...",Times_Now,1.0
Related News,Follow us :,Times_Now,1.0
 ,"© 2024 Bennett, Coleman & Company Limited",Times_Now,1.0
Rupali Ganguly’s Stepdaughter Esha Verma Hits Back At Anupamaa Star: Actions Define Character…,Theme,Times_Now,1.0
Esha Verma slams Rupali Ganguly once again,Entertainment,Times_Now,1.0
About Rupali Ganguly vs Esha Verma war, ,Times_Now,1.0
"Bengaluru Yellow Line Metro Stn Named after Delta Electronics; Infosys, Biocon Also Get Naming Rights",Box Office,Times_Now,1.0
"AP SSC Time Table 2025 Released on bse.ap.gov.in, Class 10 Exams to Begin on March 17", ,Times_Now,1.0
Delhi's Minimum Temperature At 4 Degrees Celsius Today: What's Behind This Sharp Drop?,Reviews,Times_Now,1.0
"Venkatesh Reviews ‘Pushpa 2’; Says, ‘Allu Arjun Gave A Thunderous And Unforgettable Performance’", ,Times_Now,1.0
Hyderabad Family Loses Rs 5.5 Crore in 17-Day Digital Arrest,TV,Times_Now,1.0
"India vs Australia 3rd Test, GABBA, Brisbane Weather Report: Rain Threat Looms Large", ,Times_Now,1.0
"Anushka Sharma, Virat Kohli Spotted At Hotel In Brisbane On 7th Wedding Anniversary. See Unseen PIC",Web Series,Times_Now,1.0
"Amid Techie Suicide Case, Supreme Court Lays Down 8 Factors For Deciding Alimony Amount", ,Times_Now,1.0
"Bengaluru Yellow Line Metro Stn Named after Delta Electronics; Infosys, Biocon Also Get Naming Rights",Hollywood,Times_Now,1.0
Delhi's Minimum Temperature At 4 Degrees Celsius Today: What's Behind This Sharp Drop?,Korean,Times_Now,1.0
Hyderabad Family Loses Rs 5.5 Crore in 17-Day Digital Arrest,Telugu,Times_Now,1.0
"Anushka Sharma, Virat Kohli Spotted At Hotel In Brisbane On 7th Wedding Anniversary. See Unseen PIC",Tamil,Times_Now,1.0
"Bengaluru Yellow Line Metro Stn Named after Delta Electronics; Infosys, Biocon Also Get Naming Rights",Kannada,Times_Now,1.0
Delhi's Minimum Temperature At 4 Degrees Celsius Today: What's Behind This Sharp Drop?,Malayalam,Times_Now,1.0
"Anushka Sharma, Virat Kohli Spotted At Hotel In Brisbane On 7th Wedding Anniversary. See Unseen PIC", ,Times_Now,1.0
"TXT Announces 'Long-Term Break' Beginning January 2024, BigHit Issues Official Statement",Bollywood,Times_Now,1.0
"Dharmendra Is Missing His 'Loving Brother' Dilip Kumar, Shares Most Iconic Photo On Latter's Birth Anniversary", ,Times_Now,1.0
Nayanthara Breaks Her Silence About Having The Courage To Talk About Dhanush 'I Have To Be Scared When... ',Box Office,Times_Now,1.0
Nayanthara Talks About Fall Out With Dhanush 'We Were Really Good Friends... ', ,Times_Now,1.0
"Selena Gomez, Benny Blanco Are Engaged As She Flaunts Diamond Ring. Latter SCREAMS 'That's My Wife'",Theme,Times_Now,1.0
Selena announces engagement,Entertainment,Times_Now,1.0
More about Selena and Blanco's relationship, ,Times_Now,1.0
"ICSI CS Admit Card 2024 For Executive, Professional Exam Released on icsi.edu",Box Office,Times_Now,1.0
Shehnaaz Gill Remembers Late Beau Sidharth Shukla On His Birth Anniversary, ,Times_Now,1.0
"Sensex At 81,500, Nifty Steady Above 24,600 - Nifty IT Soars To Record High",Reviews,Times_Now,1.0
Bajaj Housing Finance Shares Fall 5% As Anchor Investor Lock-In Ends, ,Times_Now,1.0
"Fadnavis In Delhi To Finalise Ministers, Sulking Shinde's Absence Keeps Suspense Alive",TV,Times_Now,1.0
"Happy Birthday Rajinikanth: TN CM Stalin,  Kamal Haasan, Thalapathy Vijay And Others Wish The Superstar", ,Times_Now,1.0
Tesla Resumes Search For Showroom Space In Delhi: Report,Web Series,Times_Now,1.0
"Gold Prices: Yellow Metal Price In Delhi, Chennai, Ahmedabad, Bangalore, Hyderabad, And Other Cities", ,Times_Now,1.0
"ICSI CS Admit Card 2024 For Executive, Professional Exam Released on icsi.edu",Hollywood,Times_Now,1.0
"Sensex At 81,500, Nifty Steady Above 24,600 - Nifty IT Soars To Record High",Korean,Times_Now,1.0
"Fadnavis In Delhi To Finalise Ministers, Sulking Shinde's Absence Keeps Suspense Alive",Telugu,Times_Now,1.0
Tesla Resumes Search For Showroom Space In Delhi: Report,Tamil,Times_Now,1.0
"ICSI CS Admit Card 2024 For Executive, Professional Exam Released on icsi.edu",Kannada,Times_Now,1.0
"Sensex At 81,500, Nifty Steady Above 24,600 - Nifty IT Soars To Record High",Malayalam,Times_Now,1.0
Ravi Teja Shooting For 'Mass Jathara' In Norway,Bollywood,Times_Now,1.0
Ranbir Kapoor REVEALS 'Hum Sab Ki Hawa Tight Thi' Before Meeting PM Narendra Modi, ,Times_Now,1.0
Here's How Priyanka Chopra Planned Her Wedding With Nick Jonas While Shooting In Old Delhi,Box Office,Times_Now,1.0
Bigg Boss 18: Eisha Singh Breaks Vivian Dsena’s Trust By Doing THIS, ,Times_Now,1.0
Pushpa 2 The Rule: Allu Arjun Starrer Becomes Fastest Indian Film To Cross Rs 1000 Crore Worldwide,Theme,Times_Now,1.0
About Pushpa 2: The Rule,Entertainment,Times_Now,1.0
"'Bhagna Nahi Hai, Bhaag Lena Hai...': Piyush Goyal Stresses On Viksit Bharat At IEC 2024",Box Office,Times_Now,1.0
"'I Was A Mess': Olympian Tanisha Crasto Admits To Post-Paris Blues, 'Crying On Court'", ,Times_Now,1.0
"'Please Be True!' - Fans Manifest Lee Jong-Suk, Shin Min-Ah's Casting For The Remarried Empress",Reviews,Times_Now,1.0
"CTET Admit Card 2024 Highlights: CBSE CTET December Hall Ticket Released, Link Active on ctet.nic.in", ,Times_Now,1.0
"On Cam: Mumbai BEST Driver Flees After Crash, Collects Backpacks, Jumps Out Of Window",TV,Times_Now,1.0
BIG Blow To Anil Ambani And Others? Supreme Court Issues Contempt Notice To Reliance Infra’s DAMEPL And Axis Bank, ,Times_Now,1.0
"Nagaland Lottery Sambad Result Today 12-12-2024: Dear Mahanadi 1 Pm Lucky Draw Live Updates, First Prize Rs 1 Crore",Web Series,Times_Now,1.0
"'Bhagna Nahi Hai, Bhaag Lena Hai...': Piyush Goyal Stresses On Viksit Bharat At IEC 2024",Hollywood,Times_Now,1.0
"'Please Be True!' - Fans Manifest Lee Jong-Suk, Shin Min-Ah's Casting For The Remarried Empress",Korean,Times_Now,1.0
"On Cam: Mumbai BEST Driver Flees After Crash, Collects Backpacks, Jumps Out Of Window",Telugu,Times_Now,1.0
"Nagaland Lottery Sambad Result Today 12-12-2024: Dear Mahanadi 1 Pm Lucky Draw Live Updates, First Prize Rs 1 Crore",Tamil,Times_Now,1.0
"'Bhagna Nahi Hai, Bhaag Lena Hai...': Piyush Goyal Stresses On Viksit Bharat At IEC 2024",Kannada,Times_Now,1.0
Karan Aujla Has THIS To Say About Collaborating With Vicky Kaushal On Tauba Tauba From Bad Newz - EXCLUSIVE,Movies,Times_Now,1.0
Nick Jonas REVEALS What Drew Him Towards Priyanka Chopra Early In Their Relationship, ,Times_Now,1.0
Sidharth Shukla Birth Anniversary: What If He Were Here Today?,Bollywood,Times_Now,1.0
Pallotty 90s Kids On OTT! Where To Watch This Arjun Ashokan-Balu Varghese Nostalgic Ride!, ,Times_Now,1.0
Gauahar Khan Drops Unseen Pictures With Shah Rukh Khan And Karan Johar From Wedding,Box Office,Times_Now,1.0
Noctourism: Why Exploring The World At Night Will Rule Your Days In 2025,Theme,Times_Now,1.0
What Is Noctourism?,Travel,Times_Now,1.0
Hotels Line Up Night Sky Experiences, ,Times_Now,1.0
Can Noctourism Be Sustainable?,Travel News,Times_Now,1.0
 ,Destinations,Times_Now,1.0
"Smriti Mandhana Creates History, Becomes First Player In  The World To...", ,Times_Now,1.0
"Six Weeks After Marriage, Andhra Man Dies By Suicide Over Morphed Photos Of Wife By Loan Agents",Travelogues,Times_Now,1.0
Thailand To Roll Out E-Visa Facility In India From January 2025 - DETAILS, ,Times_Now,1.0
Sweater Stacking Is The Styling Hack Which Will Elevate All Your Basic Winter Looks!,Travel News,Times_Now,1.0
Do NOT Drink These Herbal Teas If You Have Diabetes,Destinations,Times_Now,1.0
"Stop Chasing 'Magical' Returns: Quest CEO Warns Against F&O Risks, Advocates Long-Term Investments For Compounding Gains", ,Times_Now,1.0
Anupamaa’s Shivam Khajuria Lifts Alisha Parveen In His Arms For A Romantic Dance - Watch,Travelogues,Times_Now,1.0
"Six Weeks After Marriage, Andhra Man Dies By Suicide Over Morphed Photos Of Wife By Loan Agents",Trending:,Times_Now,1.0
Thailand To Roll Out E-Visa Facility In India From January 2025 - DETAILS,news,Times_Now,1.0
Sweater Stacking Is The Styling Hack Which Will Elevate All Your Basic Winter Looks!,travel,Times_Now,1.0
What is Mirror Manifestation? What's the right way to do it?,travelogues,Times_Now,1.0
Do NOT Drink These Herbal Teas If You Have Diabetes,"Updated Dec 11, 2024, 17:05 IST",Times_Now,1.0
"Stop Chasing 'Magical' Returns: Quest CEO Warns Against F&O Risks, Advocates Long-Term Investments For Compounding Gains",Noctourism: Why Exploring The World At Night Will Rule Your Days In 2025,Times_Now,1.0
Anupamaa’s Shivam Khajuria Lifts Alisha Parveen In His Arms For A Romantic Dance - Watch,Trending:,Times_Now,1.0
"Smriti Mandhana Creates History, Becomes First Player In  The World To...","Mallika Bhagat dreams about travelling permanently and writing occasionally. For now, she writes extensively on travel, lifestyle and culture in her r...",Times_Now,1.0
"Six Weeks After Marriage, Andhra Man Dies By Suicide Over Morphed Photos Of Wife By Loan Agents",Follow us :,Times_Now,1.0
Thailand To Roll Out E-Visa Facility In India From January 2025 - DETAILS,"© 2024 Bennett, Coleman & Company Limited",Times_Now,1.0
Karan Aujla Has THIS To Say About Collaborating With Vicky Kaushal On Tauba Tauba From Bad Newz - EXCLUSIVE,Theme,Times_Now,1.0
TVS Begins Testing Its New Apache ADV In India,Bollywood,Times_Now,1.0
APPSC Exam Date 2024 For Junior Assistant and Forest Range Officer Announced, ,Times_Now,1.0
"Rajinikanth turns 74; MK Stalin, Kamal Haasan and others wish Thalaivar",Box Office,Times_Now,1.0
"Gold, Real Estate, Or Equity? 16th Finance Commission Chairman Arvind Panagariya Reveals His 10-Year Investment Choice At IEC 2024", ,Times_Now,1.0
"On Sidharth Shukla’s birth anniversary, Shehnaaz Gill's '12:12' post makes fans emotional",Reviews,Times_Now,1.0
Sabar Bonda AKA Cactus Pears Becomes 1st Marathi Film To Represent India At Sundance Film Festival 2025, ,Times_Now,1.0
This Hotel In Rajasthan Is Katrina Kaif And Vicky Kaushal’s Secret Vacation Spot!,TV,Times_Now,1.0
Diljit Dosanjh Asked To Avoid THESE Alcohol Songs By Chandigarh Child Rights Body Ahead Of Dil-Luminati Tour, ,Times_Now,1.0
TVS Begins Testing Its New Apache ADV In India,Web Series,Times_Now,1.0
"Rajinikanth turns 74; MK Stalin, Kamal Haasan and others wish Thalaivar",Hollywood,Times_Now,1.0
"On Sidharth Shukla’s birth anniversary, Shehnaaz Gill's '12:12' post makes fans emotional",Korean,Times_Now,1.0
This Hotel In Rajasthan Is Katrina Kaif And Vicky Kaushal’s Secret Vacation Spot!,Telugu,Times_Now,1.0
TVS Begins Testing Its New Apache ADV In India,Tamil,Times_Now,1.0
"Rajinikanth turns 74; MK Stalin, Kamal Haasan and others wish Thalaivar",Kannada,Times_Now,1.0
Diljit Dosanjh Asked To Avoid THESE Alcohol Songs By Chandigarh Child Rights Body Ahead Of Dil-Luminati Tour,Movies,Times_Now,1.0
Rab Ne Bana Di Jodi Turns 16: When Shah Rukh Khan Played A Double Role In Aditya Chopra’s Quietest Romance, ,Times_Now,1.0
"Bigg Boss 18 Fame Shalini Passi Doesn’t Like To Watch Dramas, Fights On TV: I Am Just A Little Sensitive",Bollywood,Times_Now,1.0
"TRP Race Week 49: Rupali Ganguly's Anupamaa Slips To 3rd Spot, Udne Ki Aasha Takes The Lead", ,Times_Now,1.0
